file,id,note,English,Arabic
Clew/localizations/en.lproj/Localizable.strings,stoppedRecordingAnnouncement,An announcement which lets the user know that they have stopped recording the route.,You've now stopped recording the route,
Clew/localizations/en.lproj/Localizable.strings,straightDirection,Version of directions given when haptic feedback function is turned on (Simpler),Continue straight,Continúa recto
Clew/localizations/en.lproj/Localizable.strings,submitSurvey,this is the button text that submits the survey,Submit,Enviar
Clew/localizations/en.lproj/Localizable.strings,surveyPopoverTitle,Feedback,We'd love to get your feedback,Nos encantaría recibir tu opinión
Clew/localizations/en.lproj/Localizable.strings,textOrVoiceNotesTutorialText,Text of text or voice notes page,Clew allows you to record a text or voice note to describe the location of your anchor point. This can be especially helpful when you want to find and realign yourself to the saved anchor point at a later time.,
Clew/localizations/en.lproj/Localizable.strings,textOrVoiceNotesTutorialTitle,Title of text or voice notes page,Text or Voice Notes,
Clew/localizations/en.lproj/Localizable.strings,thanksForFeedbackAnnouncement,This is read right after the user fills out a feedback survey.,Thank you for your feedback,Gracias por tus comentarios
Clew/localizations/en.lproj/Localizable.strings,tipTutorialTitle,,Tips,
Clew/localizations/en.lproj/Localizable.strings,turnOnAdjustOffsetButton,This text appears on a button that turns on the adjust offset feature,Yes,Sí
Clew/localizations/en.lproj/Localizable.strings,tutorialRouteAlignmentText,Text describing the process of aligning to a tutorial route. This text shows up on the alignment screen.,"To begin the route, tap the ""start navigation"" button below and wait for the countdown.",
Clew/localizations/en.lproj/Localizable.strings,tutorialTitleText,Title of the Clew Tutorial Screen. Top of the first tutorial page,CLEW Tutorial,
Clew/localizations/en.lproj/Localizable.strings,uTurnDirection,Direction to the user to turn around,Turn around,Date la vuelta
Clew/localizations/en.lproj/Localizable.strings,usingSingleUseRouteTutorialTextParagraph1,Instruction for how to use single use routes paragraph 1,Tap the Single Use Route button on the home screen to activate this feature. Clew will immediately begin recording your route.,
Clew/localizations/en.lproj/Localizable.strings,usingSingleUseRouteTutorialTextParagraph2,Instruction for how to use single use routes paragraph 2,Now you can navigate to where you want to go. Remember to hold your phone in the correct vertical pose with the rear camera facing forward. Tap the 'stop recording' button once you've arrived at your destination.,
Clew/localizations/en.lproj/Localizable.strings,usingSingleUseRouteTutorialTextParagraph3,Instruction for how to use single use routes paragraph 3,Tap the 'play' button to initiate the return route navigation. Clew will then guide you back to your starting point.,
Clew/localizations/en.lproj/Localizable.strings,usingSingleUseRouteTutorialTitle,Title for using single use route section,Using Single Use Routes,
Clew/localizations/en.lproj/Localizable.strings,voiceNoteRecorderPop-UpHeader,Voicenote,Voice Note Recorder,Grabadora de notas de voz
Clew/localizations/en.lproj/Localizable.strings,waypointsTutorialInstructionTextParagraph1,Text that explains the concept of waypoints paragraph 1,Clew provides waypoints or virtual crumbs to keep you in the right orientation as you navigate the route. The app will play a distinct 'chime' when you pass through a waypoint or virtual crumb.,
Clew/localizations/en.lproj/Localizable.strings,waypointsTutorialInstructionTextParagraph2,Text that explains the concept of waypoints paragraph 2,Sighted users will see a colored crumb in the shape of a map point on the screen. The crumb color can be changed in the settings.,
Clew/localizations/en.lproj/Localizable.strings,waypointsTutorialTitleText,Title for the waypoints part of the tutorial,Waypoints or Virtual Crumbs,
Clew/Settings.bundle/en.lproj/Root.strings,1 second,,1 second,1 segundo
Clew/Settings.bundle/en.lproj/Root.strings,2 seconds,,2 seconds,2 segundos
Clew/Settings.bundle/en.lproj/Root.strings,3 seconds,,3 seconds,3 segundos
Clew/Settings.bundle/en.lproj/Root.strings,4 seconds,,4 seconds,4 segundos
Clew/Settings.bundle/en.lproj/Root.strings,5 seconds,,5 seconds,5 segundos
Clew/Settings.bundle/en.lproj/Root.strings,6 seconds,,6 seconds,6 segundos
Clew/Settings.bundle/en.lproj/Root.strings,7 seconds,,7 seconds,7 segundos
Clew/Settings.bundle/en.lproj/Root.strings,8 seconds,,8 seconds,8 segundos
Clew/Settings.bundle/en.lproj/Root.strings,9 seconds,,9 seconds,9 segundos
Clew/Settings.bundle/en.lproj/Root.strings,10 seconds,,10 seconds,10 segundos
Clew/Settings.bundle/en.lproj/Root.strings,Alignment Timer Options,"""Settings"" = ""Settings""; // Comments: Title/header of the settings menu. & Comments: A header for the slider which adjusts the length of the alignment timer",Alignment Timer Options,Opciónes para el temporizador usado por la alineación
Clew/Settings.bundle/en.lproj/Root.strings,Blue,Comments: The option for the markers to be blue.,Blue,Azul
Clew/Settings.bundle/en.lproj/Root.strings,Crumb Color,Comments: The title of the menu that allows the user to change the color of each marker/goal that the user need to reach to get to their destination.,Crumb Color,Colores para las migas
Clew/Settings.bundle/en.lproj/Root.strings,Distance Units,Strings that are in the settings pop-up & Comments: The title of the menu that allows the user to change the units distance is displayed. with,Distance Units,Unidad para la distancia
Clew/Settings.bundle/en.lproj/Root.strings,Enabled,,Enabled,Permitido
Clew/Settings.bundle/en.lproj/Root.strings,Feedback Options,Comments: The header for choosing different ways to receive navigation directions/feedback.,Feedback Options,Opciónes para la retroalimentación
Clew/Settings.bundle/en.lproj/Root.strings,General Options,Comments: A header for the general options that could be adjusted,General Options,Opciónes generales
Clew/Settings.bundle/en.lproj/Root.strings,Green,Comments: The option for the markers to be green.,Green,Verde
Clew/Settings.bundle/en.lproj/Root.strings,Group,"A single strings file, whose title is specified in your preferences schema. The strings files provide the localized content to display to the user for each of your preferences.",Group,Groupo
Clew/Settings.bundle/en.lproj/Root.strings,Haptic,Comments: The option for the user to get navigation directions through vibrations/sensations given by the phone.,Haptic,Reacción háptica
Clew/Settings.bundle/en.lproj/Root.strings,Help us improve the app by logging your Clew experience. These logs will not include any images or personal information.,"Comments: A comment on what turning on the button of ""Send Logs"" does.",Help us improve the app by logging your Clew experience. These logs will not include any images or personal information.,Ayúdanos a mejorar la aplicación registrando tu experiencia con Clew. Estos registros no incluirán ninguna imagen o información personal. Puedes desactivar esto en los ajustes.
Clew/Settings.bundle/en.lproj/Root.strings,Imperial (ft),Comments: The option of having imperial units.,Imperial (ft),Imperial (ft)
Clew/Settings.bundle/en.lproj/Root.strings,Metric (m),Comments: The option of having metric units.,Metric (m),Métrico (m)
Clew/Settings.bundle/en.lproj/Root.strings,Name,,Name,Nombre
Clew/Settings.bundle/en.lproj/Root.strings,Path Color,Comments: The title of the menu that allows the user to change the color of the paths connecting keypoints along a route.,Path Color,Color de la ruta
Clew/Settings.bundle/en.lproj/Root.strings,Random,Comments: The option for each marker to be a random color.,Random,Color al azar
Clew/Settings.bundle/en.lproj/Root.strings,Red,Comments: The option for the markers to be red.,Red,Roja
Clew/Settings.bundle/en.lproj/Root.strings,Send Feedback,Comments: The header for choosing whether or not to send feedback to the developers.,,Enviar registros
Clew/Settings.bundle/en.lproj/Root.strings,Send Logs,Comments: The name of a button that allows the user to send their route navigation data that could help improve the app.,Send Logs,Enviar registros de usuario
Clew/Settings.bundle/en.lproj/Root.strings,Settings,Comment: The title of a menu that allows the user to change the settings.,Settings,Ajustes
Clew/Settings.bundle/en.lproj/Root.strings,Show Path,Comments: The option for the user to see a path in between keypoints.,Show Path,Mostrar ruta
Clew/Settings.bundle/en.lproj/Root.strings,Sound,Comments: The option for the user to get navigation directions/hints through sounds.,Sound,Sonido
Clew/Settings.bundle/en.lproj/Root.strings,Timer Length,,Timer Length,Selector de Tiempo
Clew/Settings.bundle/en.lproj/Root.strings,Voice,Comments: The option for the user to get navigation directions through vocal narration.,Voice,Voz
Clew/Settings.bundle/en.lproj/Root.strings,none given,,none given,Ninguno dado
en.lproj/Clew Dev-InfoPlist.strings,CFBundleName,Bundle name,Clew Dev,
en.lproj/Clew Dev-InfoPlist.strings,NSCameraUsageDescription,Privacy - Camera Usage Description,Clew needs to access your camera to track your orientation.,
en.lproj/Clew Dev-InfoPlist.strings,NSMicrophoneUsageDescription,Privacy - Microphone Usage Description,Permission to use the microphone is required to use the voice notes feature.,
route-quicklook/en.lproj/InfoPlist.strings,CFBundleDisplayName,Bundle display name,route-quicklook,
route-quicklook/en.lproj/InfoPlist.strings,CFBundleName,Bundle name,route-quicklook,
