file,id,note,English,Arabic
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughSetRecordRouteShortcutTitle,The page title for the Siri shortcut for recording a route,Start Single Use Route,
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughTutorialButtonText,Title for the siri walkthrough part of the tutorial,Siri Shortcuts,
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughTutorialInstructionTextParagraph1,Information about what the siri shortcuts are paragraph 1,Siri shortcuts offer a convenient and hand-free way to use apps by voice commands You can control certain functions within Clew using Siri voice commands. Please note that it's important to speak the correct voice command in order for the shortcut to work. The list below shows the currently available Siri shortcuts for Clew.,
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughTutorialInstructionTextParagraph2,Information about what the siri shortcuts are paragraph 2,Tap the 'Siri Shortcuts Setup' button if it's your first time using Siri for Clew.,
Clew/localizations/en.lproj/Localizable.strings,siriWalkthroughTutorialTitleText,Title for the Siri walkthrough part of the tutorial,Siri Shortcuts,
Clew/localizations/en.lproj/Localizable.strings,slightLeftDirection,Direction to user to take a slight left turn,Slight left,انعَطِف يساراً
Clew/localizations/en.lproj/Localizable.strings,slightRightDirection,Direction to user to take a slight right turn,Slight right,توجه إلى اليمين قليلاً
Clew/localizations/en.lproj/Localizable.strings,startAlignmentCountdownButtonAccessibilityLabel,this is athe accessibility label for the button which allows the user to start an alignment procedure when saving an anchor point,Start alignment countdown,بدء مؤقت المحاذاة
Clew/localizations/en.lproj/Localizable.strings,startNavigationShortcutDescription,The description to use for the starting to navigate a route Siri shortcut,Tell Clew to start navigating the route,
Clew/localizations/en.lproj/Localizable.strings,startNavigationShortcutSuggestedPhrase,This is the default invocation phrase suggested to the user for the start navigation shortcut,Clew Navigate Route,
Clew/localizations/en.lproj/Localizable.strings,startNavigationShortcutTitle,The title to use for the starting to navigate a route Siri shortcut,Navigate Route,
Clew/localizations/en.lproj/Localizable.strings,startRecordingVoiceNoteAccessibilityLabel,This is the accessibility label which is played when a user with voice over selects the button to record a voice recording in the voice recorder view,Record Voice Note,تسجيل ملحوظة صوتية
Clew/localizations/en.lproj/Localizable.strings,startReturnNavigationButtonAccessibilityLabel,The accessibility label for the button that allows user to start navigating back along their route.,Start navigation,بدء التنقل
Clew/localizations/en.lproj/Localizable.strings,startReturnNavigationButtonAcessabilityLabel,,Start return navigation,بدء التنقل إلى نقطة البداية
Clew/localizations/en.lproj/Localizable.strings,startSingleUseRouteRecordingShortcutDescription,The description to use for the single use route recording Siri shortcut,Tell Clew to you record a single use route!,
Clew/localizations/en.lproj/Localizable.strings,startSingleUseRouteRecordingShortcutSuggestedPhrase,This is the default invocation phrase suggested to the user for the single use route recording shortcut,Clew Record Single Use Route,
Clew/localizations/en.lproj/Localizable.strings,startSingleUseRouteRecordingShortcutTitle,The title to use for the single use route recording Siri shortcut,Record Single Use Route,
Clew/localizations/en.lproj/Localizable.strings,startedTrackingSessionAnnouncement,Voicing directions,Tracking session initialized.,تم تهيئة جلسة التنقل
Clew/localizations/en.lproj/Localizable.strings,startingReturnNavigationAnnouncement,This is an anouncement which is played when the user performs return navigation from the play pause menu. It signifies the start of a navigation session.,Starting navigation,جاري بدء التنقل
Clew/localizations/en.lproj/Localizable.strings,stopNavigationButtonAccessibilityLabel,The accessibility label of the button that allows user to stop navigating.,Stop navigation,إيقاف التنقل
Clew/localizations/en.lproj/Localizable.strings,stopRecordingButtonAccessibilityLabel,The accessibility label of the button that allows user to stop recording a route.,Stop recording,إيقاف التسجيل
Clew/localizations/en.lproj/Localizable.strings,stopRecordingShortcutDescription,The description to use for the stopping a route recording Siri shortcut,Tell Clew to stop recording the route,
Clew/localizations/en.lproj/Localizable.strings,stopRecordingShortcutSuggestedPhrase,This is the default invocation phrase suggested to the user for the  stop route recording shortcut,Clew Stop Recording,
Clew/localizations/en.lproj/Localizable.strings,stopRecordingShortcutTitle,The title to use for stopping a route recording,Stop Recording Route,
Clew/localizations/en.lproj/Localizable.strings,stopRecordingVoiceNoteAccessibilityLabel,This is the accessibility label which is played when a user with voice over selects the button to stop their voice recording,Stop Recording,تم إيقاف التسجيل
Clew/localizations/en.lproj/Localizable.strings,stoppedRecordingAnnouncement,An announcement which lets the user know that they have stopped recording the route.,You've now stopped recording the route,
Clew/localizations/en.lproj/Localizable.strings,straightDirection,Version of directions given when haptic feedback function is turned on (Simpler),Continue straight,تابع السير إلى الأمام
Clew/localizations/en.lproj/Localizable.strings,submitSurvey,this is the button text that submits the survey,Submit,إرسال
Clew/localizations/en.lproj/Localizable.strings,surveyPopoverTitle,Feedback,We'd love to get your feedback,نرغب في الحصول على رأيك
Clew/localizations/en.lproj/Localizable.strings,textOrVoiceNotesTutorialText,Text of text or voice notes page,Clew allows you to record a text or voice note to describe the location of your anchor point. This can be especially helpful when you want to find and realign yourself to the saved anchor point at a later time.,
Clew/localizations/en.lproj/Localizable.strings,textOrVoiceNotesTutorialTitle,Title of text or voice notes page,Text or Voice Notes,
Clew/localizations/en.lproj/Localizable.strings,thanksForFeedbackAnnouncement,This is read right after the user fills out a feedback survey.,Thank you for your feedback,شكرا جزيلا على تقديم رأيك
Clew/localizations/en.lproj/Localizable.strings,tipTutorialTitle,,Tips,
Clew/localizations/en.lproj/Localizable.strings,turnOnAdjustOffsetButton,This text appears on a button that turns on the adjust offset feature,Yes,نعم
Clew/localizations/en.lproj/Localizable.strings,tutorialRouteAlignmentText,Text describing the process of aligning to a tutorial route. This text shows up on the alignment screen.,"To begin the route, tap the ""start navigation"" button below and wait for the countdown.",
Clew/localizations/en.lproj/Localizable.strings,tutorialTitleText,Title of the Clew Tutorial Screen. Top of the first tutorial page,CLEW Tutorial,
Clew/localizations/en.lproj/Localizable.strings,uTurnDirection,Direction to the user to turn around,Turn around,انعطف للخلف
Clew/localizations/en.lproj/Localizable.strings,usingSingleUseRouteTutorialTextParagraph1,Instruction for how to use single use routes paragraph 1,Tap the Single Use Route button on the home screen to activate this feature. Clew will immediately begin recording your route.,
Clew/localizations/en.lproj/Localizable.strings,usingSingleUseRouteTutorialTextParagraph2,Instruction for how to use single use routes paragraph 2,Now you can navigate to where you want to go. Remember to hold your phone in the correct vertical pose with the rear camera facing forward. Tap the 'stop recording' button once you've arrived at your destination.,
Clew/localizations/en.lproj/Localizable.strings,usingSingleUseRouteTutorialTextParagraph3,Instruction for how to use single use routes paragraph 3,Tap the 'play' button to initiate the return route navigation. Clew will then guide you back to your starting point.,
Clew/localizations/en.lproj/Localizable.strings,usingSingleUseRouteTutorialTitle,Title for using single use route section,Using Single Use Routes,
Clew/localizations/en.lproj/Localizable.strings,voiceNoteRecorderPop-UpHeader,Voicenote,Voice Note Recorder,مسجل الصوت
Clew/localizations/en.lproj/Localizable.strings,waypointsTutorialInstructionTextParagraph1,Text that explains the concept of waypoints paragraph 1,Clew provides waypoints or virtual crumbs to keep you in the right orientation as you navigate the route. The app will play a distinct 'chime' when you pass through a waypoint or virtual crumb.,
Clew/localizations/en.lproj/Localizable.strings,waypointsTutorialInstructionTextParagraph2,Text that explains the concept of waypoints paragraph 2,Sighted users will see a colored crumb in the shape of a map point on the screen. The crumb color can be changed in the settings.,
Clew/localizations/en.lproj/Localizable.strings,waypointsTutorialTitleText,Title for the waypoints part of the tutorial,Waypoints or Virtual Crumbs,
Clew/Settings.bundle/en.lproj/Root.strings,1 second,,1 second,ثانية
Clew/Settings.bundle/en.lproj/Root.strings,2 seconds,,2 seconds,ثانيتين
Clew/Settings.bundle/en.lproj/Root.strings,3 seconds,,3 seconds,ثلاث ثواني
Clew/Settings.bundle/en.lproj/Root.strings,4 seconds,,4 seconds,أربع ثواني
Clew/Settings.bundle/en.lproj/Root.strings,5 seconds,,5 seconds,خمس ثواني
Clew/Settings.bundle/en.lproj/Root.strings,6 seconds,,6 seconds,ست ثواني
Clew/Settings.bundle/en.lproj/Root.strings,7 seconds,,7 seconds,سبع ثواني
Clew/Settings.bundle/en.lproj/Root.strings,8 seconds,,8 seconds,ثمانية ثواني
Clew/Settings.bundle/en.lproj/Root.strings,9 seconds,,9 seconds,تسع ثواني
Clew/Settings.bundle/en.lproj/Root.strings,10 seconds,,10 seconds,عشر ثواني
Clew/Settings.bundle/en.lproj/Root.strings,Alignment Timer Options,"""Settings"" = ""Settings""; // Comments: Title/header of the settings menu. & Comments: A header for the slider which adjusts the length of the alignment timer",Alignment Timer Options,خيارات مؤقت المحاذاة
Clew/Settings.bundle/en.lproj/Root.strings,Blue,Comments: The option for the markers to be blue.,Blue,أزرق
Clew/Settings.bundle/en.lproj/Root.strings,Crumb Color,Comments: The title of the menu that allows the user to change the color of each marker/goal that the user need to reach to get to their destination.,Crumb Color,اللون الخافت
Clew/Settings.bundle/en.lproj/Root.strings,Distance Units,Strings that are in the settings pop-up & Comments: The title of the menu that allows the user to change the units distance is displayed. with,Distance Units,وحدات المسافة
Clew/Settings.bundle/en.lproj/Root.strings,Enabled,,Enabled,مفعلة
Clew/Settings.bundle/en.lproj/Root.strings,Feedback Options,Comments: The header for choosing different ways to receive navigation directions/feedback.,Feedback Options,خيارات الاهتزازات
Clew/Settings.bundle/en.lproj/Root.strings,General Options,Comments: A header for the general options that could be adjusted,General Options,الإعدادات العامة
Clew/Settings.bundle/en.lproj/Root.strings,Green,Comments: The option for the markers to be green.,Green,أخضر
Clew/Settings.bundle/en.lproj/Root.strings,Group,"A single strings file, whose title is specified in your preferences schema. The strings files provide the localized content to display to the user for each of your preferences.",Group,المجموع
Clew/Settings.bundle/en.lproj/Root.strings,Haptic,Comments: The option for the user to get navigation directions through vibrations/sensations given by the phone.,Haptic,الحس اللمسي
Clew/Settings.bundle/en.lproj/Root.strings,Help us improve the app by logging your Clew experience. These logs will not include any images or personal information.,"Comments: A comment on what turning on the button of ""Send Logs"" does.",Help us improve the app by logging your Clew experience. These logs will not include any images or personal information.,ساعدنا على تحسين التطبيق عن طريق مشاركة تجربتك مع Clew. ولن تتضمن هذه البيانات أي صور أو معلومات شخصية.
Clew/Settings.bundle/en.lproj/Root.strings,Imperial (ft),Comments: The option of having imperial units.,Imperial (ft),وحدة القياس الإمبريالية (قدم)
Clew/Settings.bundle/en.lproj/Root.strings,Metric (m),Comments: The option of having metric units.,Metric (m),وحدة القياس المترية (متر)
Clew/Settings.bundle/en.lproj/Root.strings,Name,,Name,اسم
Clew/Settings.bundle/en.lproj/Root.strings,Path Color,Comments: The title of the menu that allows the user to change the color of the paths connecting keypoints along a route.,Path Color,لون المسار
Clew/Settings.bundle/en.lproj/Root.strings,Random,Comments: The option for each marker to be a random color.,Random,عشوائي
Clew/Settings.bundle/en.lproj/Root.strings,Red,Comments: The option for the markers to be red.,Red,أحمر
Clew/Settings.bundle/en.lproj/Root.strings,Send Feedback,Comments: The header for choosing whether or not to send feedback to the developers.,,ارسل رأيك
Clew/Settings.bundle/en.lproj/Root.strings,Send Logs,Comments: The name of a button that allows the user to send their route navigation data that could help improve the app.,Send Logs,إرسال سجل المعلومات
Clew/Settings.bundle/en.lproj/Root.strings,Settings,Comment: The title of a menu that allows the user to change the settings.,Settings,الإعدادات
Clew/Settings.bundle/en.lproj/Root.strings,Show Path,Comments: The option for the user to see a path in between keypoints.,Show Path,عرض المسار
Clew/Settings.bundle/en.lproj/Root.strings,Sound,Comments: The option for the user to get navigation directions/hints through sounds.,Sound,اصوات التطبيق
Clew/Settings.bundle/en.lproj/Root.strings,Timer Length,,Timer Length,طول المؤقت
Clew/Settings.bundle/en.lproj/Root.strings,Voice,Comments: The option for the user to get navigation directions through vocal narration.,Voice,أصوات الكلام
Clew/Settings.bundle/en.lproj/Root.strings,none given,,none given,لا ترسل شيءاً
Clew/Views/Base.lproj/BurgerMenu.storyboard,JnB-cV-dtW.text,"Class = ""UILabel""; text = ""Contact Us""; ObjectID = ""JnB-cV-dtW"";",Contact Us,أعطنا رأيك
Clew/Views/Base.lproj/BurgerMenu.storyboard,TCm-6A-2mu.text,"Class = ""UILabel""; text = ""Settings""; ObjectID = ""TCm-6A-2mu"";",Settings,الإعدادات
Clew/Views/Base.lproj/BurgerMenu.storyboard,bRT-jQ-jxr.text,"Class = ""UILabel""; text = ""Tutorial""; ObjectID = ""bRT-jQ-jxr"";",Tutorial,
Clew/Views/Base.lproj/BurgerMenu.storyboard,xAa-Jq-64c.text,"Class = ""UILabel""; text = ""Siri Shortcuts""; ObjectID = ""xAa-Jq-64c"";",Siri Shortcuts,
Clew/Views/Base.lproj/BurgerMenu.storyboard,zjo-RA-y09.headerTitle,"Class = ""UITableViewSection""; headerTitle = ""Menu""; ObjectID = ""zjo-RA-y09"";",Menu,القائمة
Clew/Views/Base.lproj/SettingsAndHelp.storyboard,ERa-SA-HJx.title,"Class = ""UIViewController""; title = ""Feedback""; ObjectID = ""ERa-SA-HJx"";",Feedback,التعليق
Clew/Views/Base.lproj/SettingsAndHelp.storyboard,JVb-Ok-OEz.accessibilityLabel,"Class = ""UITextView""; accessibilityLabel = ""Message""; ObjectID = ""JVb-Ok-OEz"";",Message,
Clew/Views/Base.lproj/SettingsAndHelp.storyboard,Vtf-R1-h2R.text,"Class = ""UILabel""; text = ""Title""; ObjectID = ""Vtf-R1-h2R"";",Title,الموضوع
Clew/Views/Base.lproj/SettingsAndHelp.storyboard,Yh2-1z-izX.accessibilityLabel,"Class = ""UIButton""; accessibilityLabel = ""Send Feedback""; ObjectID = ""Yh2-1z-izX"";",Send Feedback,أرسل رأيك
Clew/Views/Base.lproj/SettingsAndHelp.storyboard,Yh2-1z-izX.normalTitle,"Class = ""UIButton""; normalTitle = ""Send""; ObjectID = ""Yh2-1z-izX"";",Send,إرسال
Clew/Views/Base.lproj/SettingsAndHelp.storyboard,imz-c1-4Fu.text,"Class = ""UILabel""; text = ""Please reach out to us if you have any questions about using Clew or to report an issue with the app. Please be specific when describing an issue to ensure that we can best respond to it. We encourage you to share your feedback and experience with Clew. You can contact us via text message using the form below or leave an audio note.""; ObjectID = ""imz-c1-4Fu"";",Please reach out to us if you have any questions about using Clew or to report an issue with the app. Please be specific when describing an issue to ensure that we can best respond to it. We encourage you to share your feedback and experience with Clew. You can contact us via text message using the form below or leave an audio note.,
Clew/Views/Base.lproj/SettingsAndHelp.storyboard,tUX-fc-ttC.text,"Class = ""UILabel""; text = ""Date created:""; ObjectID = ""tUX-fc-ttC"";",Date created:,تاريخ الإنشاء
en.lproj/Clew Dev-InfoPlist.strings,CFBundleName,Bundle name,Clew Dev,
en.lproj/Clew Dev-InfoPlist.strings,NSCameraUsageDescription,Privacy - Camera Usage Description,Clew needs to access your camera to track your orientation.,
en.lproj/Clew Dev-InfoPlist.strings,NSMicrophoneUsageDescription,Privacy - Microphone Usage Description,Permission to use the microphone is required to use the voice notes feature.,
route-quicklook/Base.lproj/MainInterface.storyboard,GcN-lo-r42.text,"Class = ""UILabel""; text = ""Open this file in the Clew app to navigate the route.""; ObjectID = ""GcN-lo-r42"";",Open this file in the Clew app to navigate the route.,فتح هذا الملف في تطبيق Clew لكي تتمكن من التنقل عبر الطريق
route-quicklook/en.lproj/InfoPlist.strings,CFBundleDisplayName,Bundle display name,route-quicklook,النظرة السريعة على الطريق
route-quicklook/en.lproj/InfoPlist.strings,CFBundleName,Bundle name,route-quicklook,نظرة سريعة على الطريق
